member_1,member_2,phrase_case,frequency
pensionärist,tädi,g,1
kõrgmäestikust,laskumine,p,1
füüsikust,kolleeg,n,1
spordiajakirjanikust,veteran,kom,1
otstarbekusest,lähtumine,g,1
riigilõivust,vabastamine,el,1
ameeriklannast,filmitäht,n,1
plastikust,õlleklaas,n,1
lipukangast,kaabu,g,1
hobusejuhist,neiu,n,1
sotsiaalteaduskonnast,maht,p,1
üliõpilaskülast,lahkumine,n,1
väliseestlasest,kaasomanik,all,1
perest,eemaldamine,p,1
küljest,koostöö,in,1
aastast,sotsiaaltöötaja,n,1
superstaarist,mängija,ad,1
taksojuhist,abikaasa,n,1
elevandiluust,ehe,p,1
taevast,sadanu,n,1
palgapoliitikast,loobumine,tr,1
kontorist,läbikäimine,p,1
pahest,vabanemine,g,1
sarnast,kõrts,g,1
tänapäevast,probleemõpe,p,1
narkoalast,ennetustöö,n,1
annelinlasest,pensionisaaja,n,1
kolmevõistlusest,osavõtja,g,1
savist,figuur,kom,1
loogikast,lähtu,el,1
papist,teater,n,1
kalendrist,lendutõusmine,n,1
tõekuulutajast,prohvet,el,1
inglasest,odaviskaja,g,1
hispaanlasest,operaator-produtsent,n,1
eraisikust,leidja,n,1
linnakoolist,koefitsient,all,1
lähikonnast,lahkulöömine,kom,1
klaasist,kvaarium,g,1
ahvist,tegelane,n,1
taist,veisehakkliha,n,1
savist,kann,n,1
metallist,loputuskast,g,1
soost,kättesaamine,kom,1
vasest,nimesilt,p,1
muinsuskaitsealast,mõtlemine,p,1
plekist,katusekiviimitatsioon,kom,1
multimiljonärist,pankur,n,1
papist,kohver,n,1
itaallasest,keskmängija,n,1
eestlasest,spordihuviline,all,1
müügiloast,ilmajäämine,g,1
12-kantmeetrist,tsistern,p,1
õiglusest,lugu,n,1
estofiilist,pastor,n,1
loodrist,liivapuistaja,n,1
ametist,rabelsda,g,1
kartongist,kaas,n,1
svennsonist,tiimikaaslane,n,1
uustulnukast,äär,n,1
päästeametist,patuoinas,tr,1
objektist,subjekt,tr,1
poolteiseaastast,karistusekandmine,p,1
lapseeast,invaliid,tr,1
kesklinnast,hord,es,1
imematerjalist,riietus,g,1
paberist,kujuke,g,1
tööst,kõrvalejäämine,p,1
naissoost,omaksed,n,1
kahjumist,väljumine,g,1
kalamehest,naaber,n,1
muusikalist,ekstaas,adt,1
telefoniautomaadist,veebruar,in,1
pesuköögist,elukorter,tr,1
ajaloolasest,maakonnaarhitekt,n,1
ajast,pärinemine,tr,1
palgafondist,kahekümnendik,g,1
omavalitsusest,juht,n,1
pujäänist,isa,es,1
rahvahulgast,läbimurdmine,kom,1
pukist,tõukamine,g,1
mängust,mõiste,kom,1
valvatust,väikelinn,el,1
kivist,iidol,g,1
füüsikust,arhitekt,n,1
maailmamehest,kasemaa,n,1
kodakondsusest,vabanemine,kom,1
kodakondsusest,vabanemine,ad,1
tahtest,seaduspärasus,tr,1
erudiidist,president,g,1
korterist,tegemine,p,1
barokist,nüüdishelilooja,ter,1
majandusest,tootmine,el,1
makedoonlasest,mängija,all,1
juristist,proosakirjanik,n,1
pedagoogitööst,konservatoorium,in,1
restoraniomanikust,linnavolinik,n,1
sadistist,kopterikomandör,n,1
ilmast,lahkumine,all,1
aknast,väljaviskamine,n,1
algajast,kunstnik,el,1
maailmast,jõudmine,tr,1
ristikäigust,osavõtja,n,1
elektrikitarristist,liitlane,g,1
toodangust,tagamine,tr,1
plastist,verekotike,n,1
elanikust,aktsionär,tr,1
raudteekassast,otsepilet,p,1
lennukitehingust,põhjanaaber,kom,1
lahingulendurist,peastaap,g,1
eestlasest,orjatüdruk,g,1
maast,tüdinu,n,1
paekivist,toode,p,1
naissoost,spordiajakirjanik,n,1
saadikurühmast,lahkumine,n,1
keskfraktsioonist,andmed,ad,1
kroonikust,patsient,p,1
eruohvitserist,turvamees,n,1
kesklinnast,tänav,abl,1
elanikkonnast,välismaa,all,1
invaliidist,jätkamine,n,1
pronksist,värsirida,n,1
desserdist,jäätis,kom,1
juhatusest,juhatus,adt,1
matusetalitusest,koht,in,1
omanikutulust,ilmajäämine,g,1
literaadist,keisrinna,g,1
maakonnast,toimik,n,1
turneest,taastumine,tr,1
kullast,kulon,n,1
viisakusest,sirm,tr,1
eurosarjast,väljakukkumine,p,1
hiinlasest,burgerimüüja,ad,1
igahommikust,kohvikulistamine,p,1
juhist,spordijuht,tr,1
horvaadist,kohtunik,ad,1
majast,omanik,all,1
turismialast,teave,p,1
patareist,põgenemine,g,1
reostusest,seks,ter,1
publikust,toetaja,n,1
töötervishoiualast,teenus,p,1
maast,loobuja,el,1
eestlasest,väide,ad,1
nimetahvlist,õnn,tr,1
kasepuust,jõuluvana,n,1
erandklauslist,loobumine,n,1
trahvist,keeldumine,ad,1
maist,teatridirektor,n,1
veest,meeter,p,1
eestkostest,vabanemine,n,1
muusikalist,kliima,p,1
liikmest,senaator,n,1
kriitikust,kirjanik,g,1
ebastabiilsusest,pääsemine,tr,1
noorteklassist,üleminek,ad,1
metallist,kaabits,n,1
varast,kohalejõudmine,p,1
pangast,väljavõtmine,tr,1
parteist,üleminek,n,1
liidust,lahtilöömine,n,1
liidust,väljajäämine,kom,1
puust,kirjapulk,n,1
papist,lasketoru,el,1
meteoriidisarnast,valguskera,n,1
plastikust,ranits,n,1
kunstnahast,mudel,n,1
plastmassist,diplomaadikohver,n,1
pronksist,pink,ad,1
hõbedast,auhind,n,1
tartlasest,pereisa,p,1
lätlannast,juhataja,n,1
majandusstagnatsioonist,jagusaamine,tr,1
austerlasest,hüpe,g,1
revolutsionäärist,põrsas,n,1
tippteadlasest,abikaasa,n,1
välisministrist,juht,n,1
eakohast,elu,n,1
lumeinimesest,jeti,el,1
soost,talupoeg,n,1
metsajärvest,ookean,g,1
rühmast,parasiit,el,1
ajast,mahajäänu,es,1
rongijaamast,tee,p,1
muulasest,hääletaja,n,1
alkoholist,kahju,n,1
tulest,ülehüppamine,n,1
kevadest,suvi,ill,1
mereväekaptenist,kontradmiral,tr,1
aidsist,hoidumine,tr,1
sotsialistist,meer,g,1
vahtkummist,torukübar,n,1
pronksist,ese,n,1
ajaloolasest,pereema,n,1
lisavalgust,paarislamp,kom,1
vigastusest,operatsioon,ter,1
liinibussist,klaasipurustamine,g,1
olümpiavõitjast,poolakas,g,1
keskmängust,lõppmäng,p,1
ameeriklannast,ajakirjanik,g,1
maksumaksjast,kodanik,n,1
hõbedast,suss,p,1
lätlasest,puurivalvur,n,1
side-õppekompaniist,lipnik,n,1
rootslannast,majateenija,all,1
merevaigust,kaelakee,n,1
koonderakondlasest,peaminister,all,1
seisusest,hankimine,n,1
aastast,magistrand,n,1
investeerimisfirmast,väljumine,tr,1
austerlannast,maailmameister,n,1
amatöörspordist,lahkumine,kom,1
kümneprotsendist,kokkuhoid,p,1
koondisest,väljaarvamine,n,1
maast,välisinvestor,all,1
eelmüügikassast,laupäev,tr,1
graniidist,sein,kom,1
neegritarist,basskitarrist,g,1
metallist,sikkel,n,1
plastikmaterjalist,sikkel,n,1
plastikmaterjalist,kaabits,kom,1
läinudpühapäevast,kodukaotus,p,1
kivist,kalju,tr,1
mitte-eestlasest,lugeja,p,1
puust,püks,n,1
hoonest,ümberkolimine,tr,1
kaitsepolitseist,ülte,in,1
vineerist,seinaplaat,p,1
üleskutsest,klassivõitlus,all,1
tartlasest,valija,p,1
pangatöötajast,asutajaliige,n,1
kojanarrist,asukas,ter,1
pidali-tsüklist,inspireerit,n,1
komöödiavihkajast,lavastaja,p,1
lennundusest,loobumine,n,1
seebist,vesi,g,1
kindlapalagalist,töö,p,1
jääaugust,tross,kom,1
eestlasest,tervisekäija,all,1
naaberkeldrist,hapukapsapurk,n,1
katusest,keeldumine,g,1
kaardist,kaheksandik,n,1
noorukist,vend,p,1
aastast,sõjaväekomandant,n,1
eelistusest,kvaliteet,g,1
kopsust,vähkkasvaja,n,1
muhameedlasest,isa,n,1
psühhoteraapiast,joomine,g,1
nahast,püksitagumik,g,1
latist,tehing,p,1
ülemusest,ülemus,ter,1
videost,pilt,n,1
hõbepaberist,ümbris,all,1
ministrist,ekstreener,n,1
marokolasest,noormees,n,1
jalast,botas,n,1
pastoritööst,loobumine,p,1
telerist,uudis,p,1
lihtrahvast,surmanuhtlus,n,1
plastmassist,hammasratas,n,1
plekist,värvitopsik,n,1
inimkeskkonnast,vampiirikeskkond,adt,1
eestlasest,lendur,n,1
rahvusest,lendur,p,1
pimedusest,pärinemine,g,1
turust,võõrandumine,p,1
emast,ateist,n,1
meessoost,presidendikaasa,g,1
venelannast,müüja,all,1
ajast,abilinnapea,n,1
plastmassist,lillevaas,el,1
parteist,lahkulööja,p,1
venelasest,toompealase,n,1
savist,inimkuju,n,1
diplomaadist,vend,g,1
indiaanlasest,flöödimeister,p,1
bambusest,flööt,p,1
tippspordist,lahkumine,tr,1
viieteist-kroonist,hind,g,1
vasest,moosipann,n,1
teest,põhi,g,1
shashlõkist,shashlõkk,n,1
mattklaasist,lagi,g,1
tolmust,vabanemine,el,1
üheksatunnist,maraton,g,1
venelasest,möödumine,p,1
muusikast,mõtlemine,kom,1
sõnalisusest,piktograafilisus,g,1
kilost,kang,p,1
paarist,sakslane,el,1
päevast,saatemaht,p,1
lainemisringist,väljajäämine,g,1
noortevanglast,põgenemine,g,1
laagrist,põgenenu,el,1
kolmeööpäevast,arest,g,1
ekssõjaväelasest,pereisa,g,1
keerutatavastest,plaat,el,1
prügikastist,torupomm,p,1
koolist,lahtisaamine,tr,1
majanduskriisist,ülesaamine,p,1
treenerist,tunne,n,1
lauljatarist,abikaasa,p,1
hasartmängust,õppevahend,ter,1
soomlasest,autor,n,1
brasiillasest,vormelisõitja,g,1
lubjakivist,kuju,p,1
jõulurahust,toibumine,p,1
hoonest,mõõde,kom,1
tšehhist,superväravavaht,g,1
tallinlasest,kunstnik,g,1
intelligendist,taksojuht,n,1
metsloomaluust,asi,p,1
konservatiivist,erruminek,p,1
ägedusest,koht,g,1
klaasvatist,sein,kom,1
prügist,vabanemine,g,1
võhikust,asotsiaal,n,1
loomalihast,toit,p,1
kohtumõistjast,andestaja,tr,1
paradiisist,pagendamine,n,1
soost,edurivimees,n,1
naissoost,kunstnik,n,1
ajalookäsitlusest,vabanenu,all,1
põlvest,kõnekäänd,in,1
vanaemast,pruut,es,1
konfliktist,pilditaju,kom,1
psühhoterrorist,kiusaja,n,1
pensionärist,korteriomanik,n,1
olemusest,lähtumine,g,1
seadusest,kõrvalekaldumine,n,1
nimekirjast,väljajäämine,kom,1
südamepõhjast,hüüatus,el,1
katlamajast,tarbija,ter,1
kroonist,öö,n,1
ringist,väljajääja,kom,1
maksust,kõrvalehiilimine,n,1
prantslasest,olümpiahõbe,n,1
linnakassast,lõunasöök,n,1
valitsusliidust,väljaastumine,tr,1
linnast,väljasõit,g,1
sovjetismiajast,amet,ill,1
normist,maalapp,ad,1
nahast,riie,g,1
metallist,lõks,n,1
hainust,tiiät,n,1
puust,aed,n,1
kadedusest,ülesaamine,ter,1
ojast,laps,n,1
puust,katuselaast,g,1
pronksist,taies,g,1
kangast,kostüüm,in,1
peegelklaasist,torn,ad,1
põhjapõdranahast,kate,kom,1
kultuurialast,laastamistöö,n,1
rannast,põgenemine,n,1
valimislubadusest,loobumine,n,1
kõnest,ajendatu,es,1
pensionärist,grupp,g,1
täiuseihalusest,kantu,p,1
palmilehest,vihmavarjuke,p,1
metallist,kohver,g,1
võistkonnast,lahkumine,n,1
naftaärist,hotellindus,ter,1
kaubamärgist,loobumine,g,1
piirist,ülepääs,n,1
luust,eeskuju,g,1
austerlasest,seersant,n,1
marmorist,alus,g,1
kristallklaasist,suveniirsigillum,p,1
kivisillast,postkaart,ad,1
väeosast,lahkumine,kom,1
antvärgist,haritlane,p,1
juhatajast,käsuliin,in,1
väeosast,tähtaeg,tr,1
lutsust,rääkimine,ad,1
ekspluatatsioonist,mahavõtmine,g,1
tavast,tähtpäev,n,1
metallkonstruktsioonist,detail,g,1
pensionieelikust,laulja-näitleja-midaiganes,n,1
liidust,informatsioon,g,1
operatiivbüroost,andmed,p,1
rahvusest,pensionär,ad,1
kinnipidamiskohast,vabanenu,n,1
eelarvest,finantseerimine,g,1
puust,alus,g,1
armatuurist,leek,n,1
joodikust,raadioreporter,n,1
austraallasest,geenius,n,1
pudelist,väljalaskmine,in,1
muusikast,musitseerimine,el,1
improvisatsioonist,orel,all,1
otsast,ehitamine,n,1
alumiiniumist,jalgpallivärav,n,1
grusiinist,muusikaüliõpilane,n,1
puust,elumaja,g,1
koonderakonnast,väljaastumine,el,1
laborist,põleng,g,1
liikmest,valitsus,n,1
lisatoolist,näidend,g,1
likvideerimisest,osalenu,p,1
puidust,laud,all,1
reaalkoolist,pronks,g,1
valijast,allkiri,p,1
uelslasest,pool,n,1
shotlasest,hääletaja,p,1
muusikalist,retoorika,p,1
kaunitarist,geenius,all,1
bussist,mahajäänu,ad,1
klaasist,punkt,p,1
kirjandusest,näitus,g,1
pensionist,osa,g,1
kaksikust,vend,p,1
obsidiaanist,kivi,p,1
eneselummusest,ajendatu,es,1
sõjast,pääsenu,g,1
komnoorest,sideopraator,n,1
juurdepääsust,info,all,1
naissoost,sõjalaev,g,1
kokast,direktor,ter,1
maksmisest,äraütlemine,el,1
mõnesentrimeetrist,jää,p,1
aprillist,peastaap,g,1
naisterahvast,valvur,g,1
sentimeetrist,ülevupsamine,n,1
eraldatusest,ülesaamine,all,1
kirjavahetusest,väljalõige,n,1
suhtelisusest,rääkimine,kom,1
unelmatemehest,portree,g,1
ilmikust,esindaja,n,1
tonnist,moon,g,1
tonnist,kuivaine,el,1
tonnist,põhk,el,1
personalist,koht,p,1
pagariärist,tööpakkuja,tr,1
hektarist,tagastamine,all,1
kogumahust,osa,n,1
graniidist,mälestusmärk,g,1
paganast,mees,all,1
riigivisiidist,riigivisiit,p,1
ringsõidust,osa,p,1
aferistist,miljonär,g,1
skisofreenilisest,lõhenemine,el,1
ebakindlushetkest,instrumentaalpartii,in,1
omandisuhtest,raviasutus,adt,1
kõrgmäestikust,allatulek,n,1
esikuuikust,väljajäämine,p,1
elvalasest,juht,n,1
lossiköögist,muuseum,g,1
kodanikust,ohvitser,n,1
soost,valitseja,kom,1
peilerist,jagu,n,1
rootslasest,keskkaitsja,g,1
papist,meeskond,n,1
riigikogust,lahkumine,ter,1
alampiirist,linn,in,1
kodanlasest,idioot,p,1
alampalgamäärast,kinnipidamine,n,1
.-tööst,minister,n,1
palgast,kaubandustöötaja,n,1
assotsiatsioonist,väljaastumine,g,1
raudbetoonist,sarkofaag,g,1
kujundirägast,pääsenu,n,1
trepjast,toru,el,1
koduperenaisest,aktsiaomanik,ad,1
esmaspäevast,hingetõmbepäev,p,1
megastaarist,bluusilegend,g,1
ameeriklasest,kontratenor,n,1
poolatarist,sopran,n,1
karjast,valimine,n,1
dimensioonist,liikumine,n,1
hollandlasest,tüürimees,n,1
kattest,vabanenu,es,1
gripist,jagusaamine,p,1
rauast,konstruktsioon,n,1
otsast,mahavõtmine,n,1
põhjamaisusest,linn,n,1
isikust,talupidaja,all,1
eestlasest,poliitik,n,1
biitlist,võistlusvalm,in,1
staatusest,lahtisaamine,n,1
puidust,kontrollplaat,g,1
valitsemisest,kõrvalejäämine,n,1
seinast,väljatõmbamine,kom,1
juhtmest,teler,g,1
kipsist,surimask,p,1
maailmast,meeleolu,kom,1
enamikust,tipp,el,1
eurooplasest,tüdruk,n,1
kunstnikust,joonistus,p,1
konsensusest,loobumine,n,1
ringist,edasisaamine,kom,1
kilest,kostüüm,n,1
titaanist,käigukast,n,1
tundetasemest,osasaamine,n,1
oportunistist,vägipulgavedaja,all,1
veteranist,konkurent,g,1
prefektist,keskuurimisbüroo,n,1
tammist,üleviimine,tr,1
postkastist,kadumine,n,1
puidust,põhihoone,n,1
peamajast,majamuuseum,el,1
hamstrinahast,kasukas,p,1
venelasest,mittevenelane,tr,1
soost,kaskadöör,p,1
seifist,raha,p,1
riigikogulasest,jalgpallur,n,1
tänavast,ülessõitja,ad,1
reservfondist,koondamistoetus,g,1
maakivist,keldriauk,n,1
elukohast,kolimde,in,1
seisusest,kogukonnakaaslane,ad,1
punaimpeeriumist,võrdkuju,tr,1
seminarist,osaleja,all,1
plastikust,protsessorkaart,n,1
fluorograafiast,loobumine,p,1
materjalist,küünal,g,1
skulptorist,autor,n,1
seakülast,töö,kom,1
traatvõrgust,obelisk,in,1
ameeriklasest,koljat,n,1
c-alagrupist,edasipääseja,n,1
postimehest,maaliitlane,g,1
põllumajandusest,kultuur,ter,1
banketist,osavõtja,g,1
sportlisest,seisukord,el,1
inglasest,baarimees,n,1
tulevasest,roll,el,1
talust,piim,g,1
poissmehest,kirjamees,n,1
puhastustulest,läbikäimine,n,1
plüüshist,mängutiiger,n,1
hispaanlasest,kirjanik,n,1
teatesõidust,kuld,n,1
ennustusvõistlusest,osavõtja,n,1
konkurentsist,bussitransport,in,1
korrespondendist,peadirektor,g,1
kodust,urdu,g,1
asutajast,juht,n,1
rahvusest,valitseja,n,1
sisearhitektist,majapidamine,in,1
maamajast,puupliit,n,1
elanikust,vabanemine,g,1
technost,cabber,ter,1
ülemvagunisaatjast,vunts,el,1
klaasist,nikerdus,kom,1
ümbruskonnast,eraldatu,es,1
hõbedast,läige,p,1
õhtust,auto,g,1
sõnast,karpaas,n,1
pataljonist,lahkumine,g,1
kotist,müüja,g,1
kommunistist,kandidaat,n,1
printsiibist,vahetamine,ad,1
iseotsustusest,loobumine,g,1
argentiinlasest,äss,n,1
fordist,elu,kom,1
tuumarelvast,loobumine,n,1
elustki,võõrdumine,ter,1
ametivennast,reisikaaslane,g,1
maast,väljakaevamine,n,1
viievõistlejast,maailmameister,n,1
sügisjooksust,kosumine,p,1
uppumissurmast,päästetu,n,1
autost,väljunu,ad,1
kummist,märgis,p,1
puhkeajast,kinnipidamine,p,1
materjalist,takistus,n,1
kivist,koolimaja,g,1
poliitikust,kaitseminister,n,1
linnarahvast,koalitsioon,in,1
suunast,ühinemine,tr,1
puust,haug,n,1
teooriast,õnn,tr,1
politseitööst,raamat,n,1
vikerraadiost,õnnitlus,p,1
valitsusest,väljalöömine,tr,1
prahist,vabanemine,tr,1
sügisjooksust,osavõtja,n,1
ajalooõpikust,koolilaps,all,1
riidest,notsu,g,1
paberist,nukud-moedaam,n,1
sekkumisest,tugevdamine,tr,1
otsast,olümpamine,p,1
aktsiast,järelturg,ad,1
sakslasest,seikleja,p,1
kohustusest,vabanemine,tr,1
soojast,aplaus,el,1
moenarrist,valitseja,es,1
pangast,õiend,n,1
absurdist,väljumine,tr,1
rusikavõitlusest,osa,g,1
juristist,õppejõud,all,1
joodikust,löömamees,n,1
kaitse-eelarvest,programm,g,1
lumest,püramiid,p,1
malmist,viidatulp,all,1
riigist,väljasaadetu,es,1
ülikallist,turvatest,g,1
lehtsalatist,põhi,all,1
vormisolemisest,lugu,n,1
suusaliidust,faks,n,1
taanlasest,tegevdirektor,g,1
savist,mängukann,n,1
rahvusest,põnn,g,1
aspektist,lahtimõtestamine,p,1
vihast,nägu,kom,1
sotsialistist,usaldusisik,el,1
sotsialistist,agent,p,1
parklast,lahkumine,p,1
tavast,loobumine,n,1
eestlasest,fänn,g,1
vihast,värisev,ad,1
netist,õpimaterjal,g,1
ühiskonnast,äratõugatu,all,1
klaasist,katedraal,n,1
laadist,linnaelu,p,1
ööklubist,dekoltee,n,1
venelannast,lillemüüja,n,1
volikogust,keskfraktsioon,g,1
arestimajast,saamine,tr,1
vööriluugist,kaugus,ad,1
rahvusest,meesterahvas,kom,1
põuest,ost,g,1
piimast,loobumine,kom,1
linnast,põgeneja,all,1
itaallannast,pronksiomanik,n,1
eelisest,nuhtlus,tr,1
uunikumist,veoauto,n,1
moderaadist,justiitsminister,g,1
plastist,vars,n,1
naispersonalist,kokkupõrge,g,1
sajakonnast,rattur,el,1
apteegist,väljastamine,ad,1
kliendist,sõber,n,1
metallist,kaelakett,kom,1
veidrikust,majaperemees,g,1
tsiviilisikust,teenistuja,p,1
enamikust,jumal,el,1
klaasist,auhind,g,1
suusatajast,möödumine,n,1
enamikust,suveüritus,el,1
kohast,kinnipidamine,n,1
magnituudist,põhitõuge,p,1
linnavalitsusest,väljahääletamine,ad,1
linnaeelarvest,õpilane,g,1
pohmelusest,ärkamine,n,1
armeest,läbimurdmine,p,1
a-grupist,väljalangemine,g,1
puust,kauss,p,1
puust,rakett,in,1
füüsikust,kirjanik,g,1
ühendriiklasest,maailmarekord,g,1
argentiinlasest,vahetusmees,ad,1
tallinlasest,pensionär,n,1
rootsieestlasest,praost,n,1
meessoost,balletiartist,p,1
läbimurdest,seis,tr,1
ajast,kemplemine,all,1
polümeerbetoonist,toru,n,1
kübarast,küülik,g,1
pensionärist,vanadaam,n,1
rootslasest,meesreisija,n,1
eestlasest,remondimees,n,1
eestlannast,ettekandja,n,1
eestlannast,poetöötaja,n,1
juurdlusest,konstaabel,n,1
maksust,pääsemine,tr,1
plastmassist,ese,n,1
kotkast,reisija,p,1
talurahvaparteist,fraktsiooniesimees,g,1
aktsiaseltsist,elamuhooldusfirma,n,1
tänapäevast,popmuusika,p,1
riigieelarvest,teadustöö,tr,1
rahvusest,osatähtsus,n,1
kanadalasest,produtsent,n,1
peegelklaasist,trepikoda,n,1
rasedusest,vabanemine,tr,1
verejoodikust,libahunt,n,1
rusikamehest,filminäitleja,n,1
sidemängijast,kapten,n,1
kohtumisest,põhjus,p,1
vihmasajust,festivalipäev,g,1
tippärimehest,asetäitja,n,1
artiklist,kohtuasi,g,1
maareformist,reform,g,1
semiootikust,autor,g,1
suunast,taganemine,n,1
uksest,sissetrügimine,p,1
tšehhist,treener,n,1
linnaosast,sõit,tr,1
jäämisest,keeldumine,tr,1
olukorrast,kandidaatriik,in,1
plastmassist,laud,n,1
provintsist,lahkumine,g,1
vaatenurgast,esitamine,g,1
kodanikust,tartlane,p,1
soost,abikaasa,g,1
pardijahist,skuuter,kom,1
autost,ilmajäämine,tr,1
jooksvast,laekumine,el,1
normist,üleastumine,kom,1
invaliidist,pereisa,all,1
tsinkplekist,katus,kom,1
kabelist,edel,in,1
kivist,õigeusk,g,1
internetikaubamajast,ostmine,tr,1
helinast,klass,tr,1
koolist,tase,ad,1
naissoost,ekspeaminister,g,1
karatshaist,kindral,n,1
stuudiost,saatja,ill,1
pensionärist,poolehoidja,n,1
suurmajaelanikust,toetus,g,1
impeeriumist,vabanemine,g,1
muusikast,osa,n,1
vahtkummist,polster,n,1
piskust,taskuraha,el,1
eestlasest,pallivõlur,n,1
eraisikust,monopolipidaja,kom,1
roosast,sukahoidja,p,1
jalgratturist,ettevõtja,n,1
üksiklasest,kirjastaja,n,1
eestlasest,kullaotsija,g,1
riidest,palitu,n,1
õpikojast,osavõtja,n,1
klassist,sisetippmark,n,1
jänkist,üllataja,n,1
matemaatikaõpetajast,ema,n,1
videvikust,päikesetõus,ter,1
elust,filmiväntamine,g,1
reservist,ohvitser,p,1
keelest,leen,p,1
piirijoonest,põhjapoolus,el,1
tarkusest,elamine,n,1
saalist,hääletamine,g,1
aastast,kompanii,all,1
aastast,omanik,ad,1
tõrjelahingust,shotlane,kom,1
vanglast,lahkumine,g,1
pensionärist,õpetaja,g,1
seisusest,taganeja,n,1
savist,piimakann,adt,1
tantsupeost,ülekanne,g,1
shveitslasest,festivalidirektor,n,1
haiglast,kojujõudmine,ad,1
tegevusplaanist,heakskiitmine,p,1
hõbedast,münt,p,1
lätlasest,ärimees,n,1
relvakoodeksist,möödahiilimine,g,1
pronksist,hurt,p,1
veebruarist,pool,n,1
summast,ülejääk,g,1
paekivist,võlvsild,n,1
taiesest,ilmajäämine,n,1
eraklusest,inimene,g,1
haardest,pääsemine,ter,1
käibemaksuvabastusest,loobumine,n,1
vasest,uksenupp,p,1
loojast,usaldusmees,el,1
suvilapiirkonnast,elurajoon,tr,1
muuseumist,varastamine,n,1
informatsioonist,otsustamine,tr,1
juulist,jõustunu,tr,1
võlglasest,omavalitsus,g,1
lätlasest,õppejõud,p,1
teleajakirjanikust,abikaasa,n,1
taanlasest,tudeng,p,1
taanlannast,proua,n,1
napollasest,näitekirjanik,g,1
skooritegijast,käsujagaja,tr,1
vajalikkusest,toon,n,1
pealinnast,meeskond,p,1
ameeriklasest,tulemuslikkus,n,1
kodulinnast,lahkumine,g,1
rumalusest,jagusaamine,tr,1
rahvusest,tantsija,p,1
kivist,ehitis,ad,1
tänapäevast,ortodontili,el,1
ülekoormusest,informeerimine,n,1
abordiühiskonnast,rasestumisvastane,g,1
peauksest,sisenenu,n,1
vahtkummist,tort,n,1
eneseimetlejast,mustkunstnik,n,1
gurmaanist,seksuaalmaniakk,n,1
kellast,tegevus,p,1
regatist,osavõtja,ad,1
uusmeremaalasest,kapten,n,1
videoteegist,saade,p,1
haiglast,kirjutamine,p,1
sajakonnast,haldushoone,g,1
põlvkonnakaaslasest,kirjanik,n,1
aruandest,kogumaht,in,1
lasust,surm,g,1
ebamäärast,seis,adt,1
bussijaamast,tulija,n,1
aastast,vangistus,p,1
kommunistist,kindral,n,1
eitusest,kiidusõna,ter,1
raudbetoonist,südamik,kom,1
pensionieelikust,daam,p,1
dissidendist,kirjanik,p,1
ullikesest,tädi,n,1
kolhoosikeskusest,külaäär,all,1
reakodanikust,lehelugeja,es,1
võistlusspordist,mõte,in,1
meessoost,filmisõber,n,1
küljest,võimetus,n,1
asuvastest,barakk,el,1
poliitikast,eemaldumine,g,1
marmorist,pea,p,1
klaasist,risttahukas,p,1
c-grupist,pürgija,el,1
kaitsjast,kaaslane,ter,1
vallitornist,mündikogu,n,1
minevikust,mitteõppimine,n,1
nadist,toetus,el,1
välismaalasest,ostja,n,1
narkomaaniast,loobuja,all,1
narkomaaniast,vabanenu,n,1
võistkonnast,lahkumine,p,1
garderoobist,riietusese,g,1
etiketist,loobumine,kom,1
riigieelarvest,väljatõstmine,tr,1
surmast,usk,n,1
küljest,tendents,n,1
käest,põrkumine,p,1
eelvõistlusest,osavõtja,kom,1
jaanuarist,tariif,p,1
aastast,lihtkiri,n,1
puust,korvpalliväljak,n,1
muustki,julgeolekupoliitika,kom,1
nõukogust,väljalangenu,tr,1
